user_id,onboarding_completed,churn_risk_score
2779,0,0.635
2777,0,0.635
2439,0,0.634
1573,0,0.634
473,0,0.634
1390,0,0.634
2257,0,0.634
873,0,0.634
735,0,0.634
1360,0,0.634
716,0,0.634
1985,0,0.634
2985,0,0.634
1918,0,0.634
509,0,0.634
561,0,0.634
92,0,0.634
600,0,0.634
321,0,0.634
793,0,0.634
1313,0,0.634
2663,0,0.634
2860,0,0.634
1205,0,0.634
2696,0,0.634
1201,0,0.634
1275,0,0.634
2419,0,0.633
1010,0,0.633
918,0,0.633
988,0,0.633
1955,0,0.633
386,0,0.633
1482,0,0.633
228,0,0.633
1096,0,0.633
1133,0,0.633
814,0,0.633
163,0,0.633
1894,0,0.633
1364,0,0.633
1419,0,0.633
2356,0,0.633
237,0,0.633
107,0,0.633
1062,0,0.633
2546,0,0.633
379,0,0.633
2211,0,0.633
2189,0,0.633
2992,0,0.632
484,0,0.632
929,0,0.632
2185,0,0.632
273,0,0.632
2556,0,0.632
1032,0,0.632
82,0,0.632
73,0,0.632
1310,0,0.632
1171,0,0.632
874,0,0.632
2259,0,0.632
303,0,0.632
1855,0,0.632
2134,0,0.632
2688,0,0.632
2967,0,0.632
1600,0,0.631
582,0,0.631
21,0,0.631
296,0,0.631
786,0,0.631
2386,0,0.631
2591,0,0.631
534,0,0.631
1659,0,0.631
773,0,0.631
493,0,0.631
41,0,0.631
2970,0,0.631
5,0,0.631
647,0,0.631
351,0,0.631
2719,0,0.631
307,0,0.631
2095,0,0.631
2975,0,0.631
2613,0,0.631
1286,0,0.631
1225,0,0.631
1910,0,0.631
479,0,0.63
611,0,0.63
2567,0,0.63
143,0,0.63
2487,0,0.63
1494,0,0.63
2780,0,0.63
526,0,0.63
1292,0,0.63
422,0,0.63
154,0,0.63
2495,0,0.63
2976,0,0.63
1896,0,0.63
2835,0,0.63
2517,0,0.63
44,0,0.63
438,0,0.63
60,0,0.629
2911,0,0.629
1174,0,0.629
1842,0,0.629
23,0,0.629
2939,0,0.629
1884,0,0.629
2492,0,0.629
2888,0,0.629
1890,0,0.629
2883,0,0.629
783,0,0.629
2242,0,0.629
1071,0,0.629
1608,0,0.629
108,0,0.629
1646,0,0.628
2019,0,0.628
2761,0,0.628
731,0,0.628
2317,0,0.628
399,0,0.628
2633,0,0.628
2657,0,0.628
2039,0,0.628
274,0,0.628
1829,0,0.628
1247,0,0.628
1066,0,0.628
447,0,0.628
1505,0,0.627
2965,0,0.627
2519,0,0.627
181,0,0.627
2736,0,0.627
1127,0,0.627
790,0,0.627
1075,0,0.627
899,0,0.627
2217,0,0.627
819,0,0.627
2068,0,0.627
1513,0,0.627
30,0,0.627
2440,0,0.627
1714,0,0.626
2279,0,0.626
804,0,0.626
1101,0,0.626
852,0,0.626
443,0,0.626
312,0,0.626
1309,0,0.626
1566,0,0.626
1115,0,0.626
2319,0,0.626
265,0,0.626
1707,0,0.626
138,0,0.626
463,0,0.626
1839,0,0.626
2295,0,0.626
1873,0,0.626
863,0,0.626
1283,0,0.625
2645,0,0.625
1284,0,0.625
2024,0,0.625
295,0,0.625
2009,0,0.625
514,0,0.625
520,0,0.625
2545,0,0.625
490,0,0.625
2152,0,0.625
1944,0,0.625
2144,0,0.625
187,0,0.625
1640,0,0.625
88,0,0.625
2602,0,0.625
1952,0,0.625
1559,0,0.625
1724,0,0.625
290,0,0.625
1365,0,0.625
2493,0,0.625
1953,0,0.625
450,0,0.624
1826,0,0.624
428,0,0.624
2758,0,0.624
1063,0,0.624
815,0,0.624
2059,0,0.624
2923,0,0.624
499,0,0.624
1226,0,0.624
1997,0,0.624
2368,0,0.624
1468,0,0.624
2774,0,0.624
2778,0,0.624
1756,0,0.624
1402,0,0.624
1177,0,0.624
2006,0,0.624
1290,0,0.624
807,0,0.624
2276,0,0.624
626,0,0.623
2838,0,0.623
2686,0,0.623
279,0,0.623
2908,0,0.623
368,0,0.623
2067,0,0.623
404,0,0.623
539,0,0.623
694,0,0.623
1414,0,0.623
2240,0,0.623
1609,0,0.623
2232,0,0.622
2767,0,0.622
155,0,0.622
2017,0,0.622
2060,0,0.622
2803,0,0.622
1672,0,0.622
2208,0,0.622
2484,0,0.622
341,0,0.622
2716,0,0.622
1875,0,0.621
1966,0,0.621
2934,0,0.621
1073,0,0.621
1086,0,0.621
2721,0,0.621
2483,0,0.621
305,0,0.621
1639,0,0.621
2652,0,0.621
2218,0,0.621
2204,0,0.621
2930,0,0.62
879,0,0.62
890,0,0.62
451,0,0.62
2852,0,0.62
1833,0,0.62
2949,0,0.62
578,0,0.62
1170,0,0.62
2292,0,0.62
861,0,0.62
1417,0,0.62
1107,0,0.62
1164,0,0.62
1486,0,0.62
435,0,0.62
2015,0,0.62
248,0,0.619
252,0,0.619
1383,0,0.619
420,0,0.619
2258,0,0.619
704,0,0.619
2111,0,0.619
1806,0,0.619
978,0,0.619
1261,0,0.619
1015,0,0.619
206,0,0.618
1881,0,0.618
1972,0,0.618
1862,0,0.618
2157,0,0.618
453,0,0.618
2931,0,0.618
1543,0,0.618
171,0,0.618
37,0,0.617
553,0,0.617
1031,0,0.617
2601,0,0.617
1182,0,0.617
409,0,0.617
170,0,0.617
2088,0,0.617
391,0,0.617
1100,0,0.617
194,0,0.617
2599,0,0.617
1434,0,0.617
726,0,0.617
207,0,0.617
374,0,0.617
594,0,0.616
2486,0,0.616
99,0,0.616
1928,0,0.616
2829,0,0.616
2700,0,0.616
15,0,0.616
2256,0,0.616
1030,0,0.616
375,0,0.616
761,0,0.616
267,0,0.616
1765,0,0.616
781,0,0.616
1986,0,0.616
1159,0,0.616
1696,0,0.616
1433,0,0.616
2406,0,0.616
2254,0,0.615
987,0,0.615
1048,0,0.615
317,0,0.615
2371,0,0.615
2361,0,0.615
2411,0,0.615
2300,0,0.615
1831,0,0.615
2575,0,0.615
2595,0,0.615
2500,0,0.615
544,0,0.614
2329,0,0.614
617,0,0.614
1400,0,0.614
756,0,0.614
1937,0,0.613
2488,0,0.613
782,0,0.613
2153,0,0.612
926,0,0.612
1106,0,0.611
1846,0,0.611
1199,0,0.611
1103,0,0.611
563,0,0.611
2762,0,0.611
643,0,0.611
684,0,0.61
1315,0,0.61
2040,0,0.61
2187,0,0.61
963,0,0.61
2508,0,0.61
1459,0,0.609
2507,0,0.609
2572,0,0.609
672,0,0.609
991,0,0.609
423,0,0.608
2786,0,0.608
356,0,0.608
648,0,0.608
233,0,0.608
508,0,0.607
2935,0,0.607
86,0,0.607
1693,0,0.607
1231,0,0.607
659,0,0.607
2041,0,0.607
254,0,0.607
1189,0,0.607
2570,0,0.607
2938,0,0.606
1421,0,0.606
468,0,0.606
549,0,0.606
875,0,0.606
2436,0,0.606
205,0,0.605
2971,0,0.605
982,0,0.605
829,0,0.605
1394,0,0.605
1488,0,0.605
2953,0,0.605
1654,0,0.605
2959,0,0.604
2684,0,0.604
1827,0,0.604
1904,0,0.604
1161,0,0.604
2,0,0.604
757,0,0.604
3000,0,0.604
1168,0,0.604
38,0,0.604
2960,0,0.604
1774,0,0.604
1777,0,0.604
425,0,0.604
278,0,0.603
1237,0,0.603
1451,0,0.603
628,0,0.603
2438,0,0.603
1125,0,0.603
2163,0,0.603
2285,0,0.603
2551,0,0.603
933,0,0.602
1467,0,0.602
45,0,0.602
2644,0,0.602
2122,0,0.602
47,0,0.602
2942,0,0.602
1479,0,0.602
798,0,0.601
2305,0,0.601
2811,0,0.601
1820,0,0.601
1801,0,0.601
2176,0,0.601
598,0,0.601
2036,0,0.601
2531,0,0.601
1149,0,0.601
1685,0,0.601
1695,0,0.601
821,0,0.601
164,0,0.601
1228,0,0.601
419,0,0.601
246,0,0.601
983,0,0.601
2079,0,0.6
2286,0,0.6
1304,0,0.6
1294,0,0.6
2996,0,0.6
458,0,0.6
2399,0,0.6
661,0,0.6
2450,0,0.6
2834,0,0.6
1008,0,0.6
1987,0,0.6
1548,0,0.6
2191,0,0.6
1571,0,0.599
2920,0,0.599
2322,0,0.599
777,0,0.599
953,0,0.599
1689,0,0.599
1084,0,0.599
2610,0,0.599
120,0,0.599
1730,0,0.599
1022,0,0.599
1023,0,0.599
2126,0,0.598
1813,0,0.598
2580,0,0.598
999,0,0.598
2326,0,0.598
1351,0,0.598
638,0,0.598
738,0,0.598
1549,0,0.598
2239,0,0.598
1011,0,0.598
2074,0,0.598
2086,0,0.597
1943,0,0.597
1452,0,0.597
433,0,0.597
1857,0,0.597
2166,0,0.597
624,0,0.597
809,0,0.597
1599,0,0.596
732,0,0.596
1977,0,0.596
2998,0,0.596
285,0,0.596
363,0,0.596
2690,0,0.596
1333,0,0.596
1342,0,0.596
930,0,0.596
1491,0,0.596
796,0,0.596
50,0,0.596
457,0,0.596
2283,0,0.596
1208,0,0.596
36,0,0.595
2866,0,0.595
1193,0,0.595
16,0,0.595
2933,0,0.595
224,0,0.595
1456,0,0.595
1363,0,0.595
1234,0,0.595
1074,0,0.595
1141,0,0.595
1188,0,0.595
1562,0,0.595
2869,0,0.595
2772,0,0.595
1594,0,0.595
2857,0,0.595
2470,0,0.595
2902,0,0.594
247,0,0.594
2054,0,0.594
293,0,0.594
2381,0,0.594
1877,0,0.594
242,0,0.594
1121,0,0.594
634,0,0.594
2442,0,0.594
1416,0,0.594
2808,0,0.594
604,0,0.594
2312,0,0.594
799,0,0.594
144,0,0.593
1816,0,0.593
48,0,0.593
2499,0,0.593
2562,0,0.593
220,0,0.593
586,0,0.593
2706,0,0.593
1052,0,0.593
319,0,0.593
2963,0,0.593
2954,0,0.593
609,0,0.593
1110,0,0.593
538,0,0.593
2230,0,0.593
2521,0,0.593
1615,0,0.593
249,0,0.593
584,0,0.593
689,0,0.593
747,0,0.593
2129,0,0.593
826,0,0.593
1745,0,0.593
2568,0,0.593
2000,0,0.593
2175,0,0.593
968,0,0.593
1039,0,0.592
2640,0,0.592
1780,0,0.592
743,0,0.592
859,0,0.592
2532,0,0.592
1586,0,0.592
1013,0,0.592
2839,0,0.592
920,0,0.592
935,0,0.592
2032,0,0.592
657,0,0.592
1219,0,0.592
1751,0,0.592
824,0,0.592
1673,0,0.592
2821,0,0.592
2471,0,0.592
559,0,0.592
130,0,0.592
494,0,0.592
212,0,0.592
217,0,0.592
29,0,0.592
74,0,0.591
2906,0,0.591
1099,0,0.591
2294,0,0.591
1021,0,0.591
1018,0,0.591
32,0,0.591
2094,0,0.591
1382,0,0.591
2400,0,0.591
2193,0,0.591
1139,0,0.591
887,0,0.591
884,0,0.591
446,0,0.591
444,0,0.591
2564,0,0.591
698,0,0.591
2358,0,0.591
2182,0,0.59
1004,0,0.59
958,0,0.59
2141,0,0.59
1530,0,0.59
2820,0,0.59
767,0,0.59
914,0,0.59
2298,0,0.59
216,0,0.59
1001,0,0.59
1804,0,0.59
1046,0,0.59
1238,0,0.59
2671,0,0.59
1520,0,0.59
1661,0,0.59
1316,0,0.59
1538,0,0.59
1598,0,0.59
1603,0,0.59
2739,0,0.59
485,0,0.59
1713,0,0.59
456,0,0.59
1536,0,0.589
2510,0,0.589
911,0,0.589
2168,0,0.589
1844,0,0.589
2458,0,0.589
2979,0,0.589
1648,0,0.589
522,0,0.589
2215,0,0.589
1963,0,0.589
353,0,0.589
1929,0,0.589
670,0,0.589
1217,0,0.589
2581,0,0.589
2751,0,0.589
1448,0,0.589
2773,0,0.589
89,0,0.588
1094,0,0.588
2578,0,0.588
803,0,0.588
1285,0,0.588
127,0,0.588
969,0,0.588
2044,0,0.588
2038,0,0.588
1553,0,0.588
1,0,0.588
243,0,0.588
2461,0,0.588
1678,0,0.588
2674,0,0.588
1155,0,0.588
161,0,0.588
850,0,0.588
1216,0,0.588
2611,0,0.588
2617,0,0.588
1373,0,0.588
1167,0,0.588
1059,0,0.588
992,0,0.588
1509,0,0.588
1503,0,0.588
1674,0,0.588
2966,0,0.588
2854,0,0.588
2936,0,0.588
2116,0,0.588
2511,0,0.588
533,0,0.587
555,0,0.587
2840,0,0.587
1370,0,0.587
591,0,0.587
105,0,0.587
1430,0,0.587
1162,0,0.587
148,0,0.587
2815,0,0.587
2196,0,0.587
1861,0,0.587
323,0,0.587
2576,0,0.587
1462,0,0.587
2127,0,0.587
1080,0,0.587
1251,0,0.586
1439,0,0.586
264,0,0.586
1782,0,0.586
129,0,0.586
601,0,0.586
2917,0,0.586
95,0,0.586
2685,0,0.586
1374,0,0.586
2357,0,0.586
329,0,0.586
1577,0,0.586
2396,0,0.586
2102,0,0.586
2220,0,0.585
2425,0,0.585
1372,0,0.585
2788,0,0.585
1732,0,0.585
871,0,0.585
178,0,0.585
1914,0,0.585
870,0,0.585
1643,0,0.585
1595,0,0.585
806,0,0.585
1851,0,0.585
2014,0,0.585
2588,0,0.585
1702,0,0.585
903,0,0.585
2143,0,0.585
593,0,0.585
2982,0,0.585
253,0,0.584
300,0,0.584
2805,0,0.584
1794,0,0.584
941,0,0.584
2744,0,0.584
1244,0,0.584
723,0,0.584
417,0,0.584
1935,0,0.584
825,0,0.584
1805,0,0.584
1453,0,0.584
1151,0,0.584
192,0,0.584
1512,0,0.584
2370,0,0.584
1431,0,0.583
33,0,0.583
1638,0,0.583
2162,0,0.583
2016,0,0.583
225,0,0.583
122,0,0.583
2950,0,0.583
2146,0,0.583
948,0,0.583
1865,0,0.583
2267,0,0.583
1250,0,0.583
1235,0,0.583
2164,0,0.583
1211,0,0.582
681,0,0.582
442,0,0.582
962,0,0.582
1328,0,0.582
2905,0,0.582
1887,0,0.582
1708,0,0.582
1511,0,0.582
1675,0,0.582
1379,0,0.582
623,0,0.582
901,0,0.581
1667,0,0.581
2955,0,0.581
2525,0,0.581
2638,0,0.581
1262,0,0.581
131,0,0.581
2603,0,0.581
2056,0,0.581
1437,0,0.581
1124,0,0.581
1392,0,0.581
1336,0,0.58
718,0,0.58
1012,0,0.58
1380,0,0.58
2573,0,0.58
188,0,0.58
1902,0,0.58
1178,0,0.58
316,0,0.579
1524,0,0.579
2316,0,0.579
1760,0,0.579
907,0,0.579
503,0,0.579
1067,0,0.579
2497,0,0.579
2515,0,0.579
2274,0,0.579
2280,0,0.579
2926,0,0.578
132,0,0.578
1422,0,0.578
2130,0,0.578
2653,0,0.578
1802,0,0.578
2886,0,0.578
1647,0,0.578
2355,0,0.578
2112,0,0.578
1901,0,0.578
452,0,0.578
2742,0,0.578
1912,0,0.578
111,0,0.577
177,0,0.577
1126,0,0.577
1440,0,0.577
2391,0,0.577
1296,0,0.577
282,0,0.577
1879,0,0.577
2615,0,0.576
1130,0,0.576
65,0,0.576
2207,0,0.576
1037,0,0.576
2066,0,0.576
2428,0,0.576
241,0,0.575
1967,0,0.575
299,0,0.575
2904,0,0.575
545,0,0.575
1472,0,0.575
2349,0,0.575
1128,0,0.575
340,0,0.574
1579,0,0.574
1655,0,0.574
2951,0,0.574
2659,0,0.574
1391,0,0.574
2293,0,0.574
2035,0,0.573
2336,0,0.573
360,0,0.573
1920,0,0.573
1785,0,0.573
159,0,0.573
1458,0,0.573
2958,0,0.573
2464,0,0.573
2667,0,0.572
2159,0,0.572
1206,0,0.572
1329,0,0.572
1786,0,0.571
727,0,0.571
763,0,0.571
554,0,0.571
2850,0,0.57
381,0,0.57
1202,0,0.57
1633,0,0.569
2478,0,0.568
1129,0,0.568
2369,0,0.568
636,0,0.568
1091,0,0.567
2271,0,0.567
2804,0,0.567
2123,0,0.567
506,0,0.566
839,0,0.565
1314,0,0.565
2737,0,0.564
1939,0,0.564
183,0,0.563
2656,0,0.563
2806,0,0.563
922,0,0.563
1992,0,0.563
84,0,0.563
2263,0,0.562
158,0,0.562
1744,0,0.561
2783,0,0.561
2307,0,0.561
1305,0,0.56
1236,0,0.56
2422,0,0.557
916,0,0.557
690,0,0.554
1378,0,0.554
432,0,0.554
1961,0,0.552
2376,0,0.552
769,0,0.551
1463,0,0.551
1276,0,0.548
1450,0,0.548
2113,0,0.546
149,0,0.544
2660,0,0.543
989,0,0.543
229,0,0.543
2136,0,0.543
2826,0,0.542
1420,0,0.541
697,0,0.541
2718,0,0.541
1186,0,0.541
2848,0,0.541
583,0,0.54
2324,0,0.54
80,0,0.54
261,0,0.54
115,0,0.54
2632,0,0.539
2089,0,0.539
2524,0,0.539
669,0,0.539
2636,0,0.538
496,0,0.538
1303,0,0.538
905,0,0.537
402,0,0.537
651,0,0.537
2830,0,0.537
1455,0,0.536
1446,0,0.535
2394,0,0.535
2105,0,0.535
1607,0,0.535
292,0,0.535
1803,0,0.535
2990,0,0.534
964,0,0.533
2482,0,0.533
2290,0,0.532
2677,0,0.532
1680,0,0.532
2474,0,0.531
801,0,0.531
2288,0,0.531
954,0,0.531
2583,0,0.53
1424,0,0.53
633,0,0.53
848,0,0.53
1941,0,0.529
2916,0,0.529
90,0,0.529
2801,0,0.529
931,0,0.528
1930,0,0.528
2771,0,0.528
103,0,0.528
2042,0,0.527
231,0,0.527
2901,0,0.526
1892,0,0.526
180,0,0.526
1257,0,0.524
2790,0,0.523
2131,0,0.522
2622,0,0.522
1504,0,0.522
49,0,0.521
1381,0,0.521
1897,1,0.468
1109,1,0.468
2021,1,0.468
1635,1,0.468
510,1,0.468
1293,1,0.468
2791,1,0.468
1397,1,0.467
2984,1,0.467
42,1,0.467
2554,1,0.467
1104,1,0.466
751,1,0.466
2184,1,0.465
441,1,0.465
2109,1,0.465
2817,1,0.465
2225,1,0.465
2250,1,0.464
779,1,0.464
384,1,0.464
1092,1,0.463
1338,1,0.463
2135,1,0.463
971,1,0.463
2689,1,0.463
2198,1,0.463
2221,1,0.463
1557,1,0.462
2081,1,0.462
348,1,0.462
1297,1,0.462
642,1,0.462
2167,1,0.462
2608,1,0.462
260,1,0.462
1180,1,0.462
324,1,0.462
857,1,0.461
2785,1,0.461
2745,1,0.461
706,1,0.461
693,1,0.461
2186,1,0.461
2178,1,0.461
1968,1,0.461
607,1,0.461
1582,1,0.461
2330,1,0.461
2589,1,0.461
286,1,0.46
2594,1,0.46
791,1,0.46
336,1,0.46
310,1,0.46
2311,1,0.46
151,1,0.46
2372,1,0.46
1415,1,0.46
2434,1,0.46
2433,1,0.46
1531,1,0.46
2664,1,0.46
1610,1,0.46
2093,1,0.46
546,1,0.459
1147,1,0.459
101,1,0.459
511,1,0.459
2587,1,0.459
1324,1,0.459
2713,1,0.459
610,1,0.459
2720,1,0.459
676,1,0.459
811,1,0.459
2297,1,0.459
836,1,0.459
1781,1,0.459
2816,1,0.459
1759,1,0.459
1266,1,0.458
1616,1,0.458
1079,1,0.458
2752,1,0.458
2248,1,0.458
495,1,0.458
2010,1,0.458
2161,1,0.458
1999,1,0.458
2893,1,0.458
2149,1,0.458
567,1,0.458
2592,1,0.458
1560,1,0.458
104,1,0.458
2082,1,0.458
1335,1,0.458
1312,1,0.458
2754,1,0.458
2494,1,0.457
2693,1,0.457
1070,1,0.457
2027,1,0.457
2158,1,0.457
2548,1,0.457
4,1,0.457
392,1,0.457
2077,1,0.457
572,1,0.457
482,1,0.457
1788,1,0.457
85,1,0.457
1000,1,0.457
1280,1,0.457
380,1,0.457
2195,1,0.457
535,1,0.457
543,1,0.457
507,1,0.456
1163,1,0.456
2597,1,0.456
784,1,0.456
2856,1,0.456
1306,1,0.456
1108,1,0.456
2426,1,0.456
858,1,0.456
266,1,0.456
1709,1,0.456
2627,1,0.456
973,1,0.456
532,1,0.456
1210,1,0.456
2253,1,0.456
411,1,0.455
234,1,0.455
2203,1,0.455
1256,1,0.455
2784,1,0.455
2459,1,0.455
1874,1,0.455
1823,1,0.455
2455,1,0.455
39,1,0.455
1550,1,0.455
1671,1,0.455
560,1,0.455
11,1,0.455
272,1,0.455
179,1,0.455
301,1,0.455
923,1,0.455
1087,1,0.454
778,1,0.454
557,1,0.454
1605,1,0.454
59,1,0.454
24,1,0.454
2289,1,0.454
2108,1,0.454
2513,1,0.454
575,1,0.454
1976,1,0.454
491,1,0.454
2177,1,0.454
156,1,0.454
2224,1,0.454
838,1,0.454
332,1,0.454
1719,1,0.454
808,1,0.454
1867,1,0.454
2940,1,0.453
2553,1,0.453
97,1,0.453
1979,1,0.453
1399,1,0.453
2862,1,0.453
2249,1,0.453
2165,1,0.453
1330,1,0.453
686,1,0.453
1241,1,0.453
1996,1,0.453
649,1,0.453
448,1,0.453
1353,1,0.453
1817,1,0.453
1265,1,0.453
1871,1,0.453
1872,1,0.453
1830,1,0.453
2156,1,0.453
2730,1,0.453
311,1,0.453
2306,1,0.453
1581,1,0.452
1055,1,0.452
2604,1,0.452
2262,1,0.452
2837,1,0.452
2598,1,0.452
2315,1,0.452
1767,1,0.452
2620,1,0.452
1810,1,0.452
1249,1,0.452
1763,1,0.452
876,1,0.452
855,1,0.452
1770,1,0.452
2020,1,0.452
2993,1,0.452
2728,1,0.452
2405,1,0.452
1423,1,0.452
2760,1,0.452
655,1,0.452
880,1,0.452
2642,1,0.452
2879,1,0.452
1412,1,0.452
125,1,0.452
581,1,0.452
1082,1,0.452
2132,1,0.452
1047,1,0.452
1215,1,0.451
1994,1,0.451
1716,1,0.451
2723,1,0.451
347,1,0.451
2051,1,0.451
616,1,0.451
322,1,0.451
2472,1,0.451
949,1,0.451
2795,1,0.451
853,1,0.451
754,1,0.451
2389,1,0.451
2397,1,0.451
2586,1,0.451
81,1,0.451
1925,1,0.451
372,1,0.451
1532,1,0.451
2318,1,0.451
1891,1,0.451
1537,1,0.451
552,1,0.451
1563,1,0.451
2522,1,0.451
2502,1,0.451
892,1,0.451
167,1,0.451
2445,1,0.45
1727,1,0.45
2870,1,0.45
2423,1,0.45
1518,1,0.45
812,1,0.45
1606,1,0.45
2536,1,0.45
2222,1,0.45
1934,1,0.45
2631,1,0.45
1192,1,0.45
729,1,0.45
755,1,0.45
1870,1,0.45
1529,1,0.45
2489,1,0.45
68,1,0.45
2907,1,0.45
2941,1,0.45
327,1,0.45
277,1,0.45
2764,1,0.45
168,1,0.45
1405,1,0.45
2882,1,0.45
646,1,0.45
1442,1,0.45
1120,1,0.45
139,1,0.45
720,1,0.45
2313,1,0.45
1641,1,0.45
1016,1,0.45
1593,1,0.45
1054,1,0.45
1340,1,0.449
1945,1,0.449
2137,1,0.449
565,1,0.449
308,1,0.449
2988,1,0.449
63,1,0.449
970,1,0.449
577,1,0.449
2049,1,0.449
590,1,0.449
1556,1,0.449
1898,1,0.449
1793,1,0.449
2628,1,0.449
483,1,0.449
641,1,0.449
465,1,0.449
1229,1,0.449
1965,1,0.449
1637,1,0.449
1058,1,0.449
2823,1,0.449
1642,1,0.449
2261,1,0.449
1773,1,0.449
240,1,0.449
1746,1,0.449
934,1,0.449
1723,1,0.449
58,1,0.448
614,1,0.448
984,1,0.448
2683,1,0.448
2393,1,0.448
1132,1,0.448
1150,1,0.448
302,1,0.448
2121,1,0.448
1739,1,0.448
1406,1,0.448
1540,1,0.448
1334,1,0.448
2630,1,0.448
1906,1,0.448
1927,1,0.448
2235,1,0.448
1757,1,0.448
1750,1,0.448
1790,1,0.448
2382,1,0.448
1909,1,0.448
1936,1,0.448
477,1,0.448
937,1,0.448
622,1,0.448
1477,1,0.448
666,1,0.448
528,1,0.448
1311,1,0.448
759,1,0.448
1888,1,0.448
542,1,0.448
1528,1,0.448
2607,1,0.448
719,1,0.448
2505,1,0.448
2333,1,0.447
1859,1,0.447
1612,1,0.447
412,1,0.447
1975,1,0.447
1645,1,0.447
502,1,0.447
2183,1,0.447
1485,1,0.447
1725,1,0.447
1474,1,0.447
160,1,0.447
2649,1,0.447
2946,1,0.447
521,1,0.447
2711,1,0.447
952,1,0.447
137,1,0.447
568,1,0.447
2708,1,0.447
1209,1,0.447
1917,1,0.447
734,1,0.447
1469,1,0.447
2974,1,0.447
346,1,0.447
1564,1,0.446
2050,1,0.446
87,1,0.446
2964,1,0.446
40,1,0.446
2409,1,0.446
2792,1,0.446
2415,1,0.446
389,1,0.446
2410,1,0.446
2047,1,0.446
338,1,0.446
297,1,0.446
2798,1,0.446
2574,1,0.446
2282,1,0.446
877,1,0.446
1903,1,0.446
2117,1,0.446
722,1,0.446
772,1,0.446
758,1,0.446
1273,1,0.446
820,1,0.446
2353,1,0.446
1962,1,0.446
1470,1,0.446
688,1,0.446
1784,1,0.446
2160,1,0.446
827,1,0.445
2769,1,0.445
1834,1,0.445
218,1,0.445
429,1,0.445
835,1,0.445
1366,1,0.445
1837,1,0.445
2846,1,0.445
1868,1,0.445
2910,1,0.445
2277,1,0.445
408,1,0.445
733,1,0.445
1990,1,0.445
1112,1,0.445
1428,1,0.445
2448,1,0.445
1701,1,0.445
152,1,0.445
147,1,0.445
382,1,0.445
558,1,0.445
365,1,0.445
994,1,0.445
113,1,0.445
562,1,0.445
2563,1,0.445
2501,1,0.445
51,1,0.445
2994,1,0.445
2065,1,0.444
215,1,0.444
945,1,0.444
326,1,0.444
2155,1,0.444
1179,1,0.444
407,1,0.444
680,1,0.444
745,1,0.444
685,1,0.444
683,1,0.444
2052,1,0.444
2956,1,0.444
2025,1,0.444
1299,1,0.444
1384,1,0.444
2337,1,0.444
512,1,0.444
705,1,0.444
1395,1,0.444
828,1,0.444
1207,1,0.444
2234,1,0.444
1019,1,0.443
2623,1,0.443
