user_id,event_date,event_type
21,2025-06-18,feature_use
21,2025-04-05,login
21,2025-07-24,login
21,2025-05-11,login
21,2025-08-02,login
21,2025-06-07,login
21,2025-06-10,login
21,2025-07-25,login
21,2025-09-06,login
21,2025-07-28,feature_use
21,2025-06-02,login
21,2025-02-26,login
21,2025-07-06,feature_use
21,2025-09-26,login
21,2025-05-29,feature_use
21,2025-06-20,login
21,2025-07-13,login
21,2025-06-03,login
21,2025-05-14,support_ticket
21,2025-07-03,login
21,2025-08-08,feature_use
21,2025-05-31,login
21,2025-05-09,feature_use
21,2025-05-19,feature_use
21,2025-08-24,login
21,2025-07-29,feature_use
21,2025-04-23,login
21,2025-03-18,login
21,2025-03-11,login
21,2025-03-04,login
21,2025-09-03,feature_use
21,2025-07-23,feature_use
21,2025-06-09,login
21,2025-03-17,login
21,2025-06-05,login
21,2025-05-07,login
21,2025-07-16,login
21,2025-05-10,login
21,2025-06-04,login
21,2025-08-04,login
21,2025-05-22,feature_use
21,2025-02-23,login
21,2025-08-21,login
21,2025-08-28,login
21,2025-06-26,login
21,2025-07-14,login
22,2025-03-06,login
22,2025-03-19,feature_use
22,2025-03-23,login
22,2025-03-18,login
22,2025-03-20,login
22,2025-03-08,login
22,2025-03-15,login
22,2025-03-07,feature_use
22,2025-03-04,login
22,2025-03-11,login
22,2025-03-03,login
22,2025-03-17,feature_use
23,2025-07-28,login
23,2025-06-22,login
23,2025-08-24,login
23,2025-09-07,login
23,2025-08-05,login
23,2025-09-13,login
23,2025-09-10,feature_use
23,2025-07-08,login
23,2025-07-26,login
23,2025-07-25,login
23,2025-07-02,login
23,2025-08-17,feature_use
23,2025-09-11,login
23,2025-09-12,login
23,2025-06-30,login
23,2025-07-24,feature_use
23,2025-06-26,login
23,2025-09-03,feature_use
24,2025-09-10,login
24,2025-08-08,feature_use
24,2025-09-11,login
24,2025-08-04,login
24,2025-08-06,login
24,2025-10-24,login
24,2025-10-16,feature_use
24,2025-10-02,login
24,2025-08-21,login
24,2025-08-28,feature_use
24,2025-08-22,login
24,2025-07-26,feature_use
24,2025-10-23,login
24,2025-10-21,login
24,2025-10-20,login
24,2025-08-31,feature_use
24,2025-10-07,login
24,2025-07-15,login
24,2025-10-19,login
24,2025-09-04,login
24,2025-08-11,login
24,2025-09-14,feature_use
24,2025-07-27,login
24,2025-10-04,feature_use
24,2025-10-25,login
24,2025-10-15,login
24,2025-10-30,login
24,2025-07-12,login
24,2025-07-09,login
24,2025-07-29,login
24,2025-08-30,feature_use
24,2025-09-01,login
24,2025-10-26,login
24,2025-07-22,login
24,2025-08-29,login
24,2025-08-16,feature_use
24,2025-09-08,login
24,2025-09-28,login
24,2025-09-22,support_ticket
24,2025-09-13,login
24,2025-09-16,login
24,2025-10-27,login
24,2025-07-19,feature_use
24,2025-09-26,login
24,2025-08-17,login
24,2025-07-10,feature_use
24,2025-07-16,login
24,2025-07-13,login
24,2025-10-22,login
24,2025-08-03,login
24,2025-09-19,login
24,2025-07-18,login
24,2025-08-15,login
24,2025-07-31,login
24,2025-09-25,login
24,2025-10-28,feature_use
24,2025-08-26,feature_use
24,2025-08-20,login
24,2025-07-25,feature_use
24,2025-08-10,login
24,2025-10-29,login
24,2025-10-09,login
24,2025-08-24,login
24,2025-09-18,login
24,2025-10-06,feature_use
24,2025-10-05,login
24,2025-09-09,support_ticket
24,2025-09-12,login
24,2025-10-01,login
24,2025-08-23,login
24,2025-07-11,login
24,2025-08-05,feature_use
24,2025-10-10,login
24,2025-09-20,login
24,2025-07-21,login
24,2025-09-21,login
24,2025-07-23,login
24,2025-09-23,login
24,2025-10-08,login
24,2025-10-13,login
25,2025-10-10,feature_use
25,2025-10-27,login
25,2025-10-25,login
25,2025-10-28,feature_use
25,2025-10-04,feature_use
25,2025-10-01,login
25,2025-10-23,login
25,2025-10-08,login
25,2025-10-03,login
26,2025-08-15,feature_use
26,2025-10-09,login
26,2025-08-20,login
26,2025-09-20,login
26,2025-08-17,feature_use
26,2025-09-04,login
26,2025-07-16,login
26,2025-10-17,support_ticket
26,2025-08-02,feature_use
26,2025-08-05,login
26,2025-07-12,login
26,2025-10-10,login
26,2025-09-11,login
26,2025-08-29,login
26,2025-09-16,login
26,2025-10-28,login
26,2025-10-13,feature_use
26,2025-08-22,login
26,2025-08-24,feature_use
26,2025-07-19,feature_use
26,2025-09-01,login
26,2025-07-29,feature_use
26,2025-07-17,login
26,2025-10-03,login
26,2025-08-10,login
26,2025-10-29,login
26,2025-08-26,login
26,2025-09-14,login
26,2025-07-27,login
26,2025-07-15,feature_use
26,2025-08-16,feature_use
26,2025-10-23,login
26,2025-10-02,login
26,2025-07-18,feature_use
26,2025-09-15,feature_use
26,2025-10-08,login
26,2025-09-18,login
26,2025-10-25,login
26,2025-09-30,login
26,2025-08-08,feature_use
26,2025-08-28,login
26,2025-08-25,login
26,2025-08-09,feature_use
26,2025-10-26,login
26,2025-08-07,login
26,2025-08-18,login
26,2025-09-08,login
26,2025-10-21,login
26,2025-10-16,login
26,2025-08-12,login
26,2025-09-23,login
26,2025-09-07,login
26,2025-09-03,feature_use
26,2025-09-10,login
26,2025-08-01,login
26,2025-07-09,feature_use
26,2025-09-13,login
26,2025-09-29,login
26,2025-08-14,login
26,2025-08-23,login
26,2025-08-27,login
26,2025-07-22,login
27,2025-07-02,login
27,2025-06-27,feature_use
27,2025-06-29,login
27,2025-07-05,login
28,2025-04-20,feature_use
28,2025-05-29,login
28,2025-05-09,login
28,2025-10-09,login
28,2025-09-30,login
28,2025-05-02,login
28,2025-10-01,feature_use
28,2025-08-30,login
28,2025-03-05,login
28,2025-02-22,feature_use
28,2025-05-16,login
28,2025-08-31,login
28,2025-10-20,support_ticket
28,2025-09-22,feature_use
28,2025-06-30,login
28,2025-03-03,login
28,2025-04-02,login
28,2025-07-08,login
28,2025-07-03,feature_use
28,2025-02-25,login
28,2025-04-15,login
28,2025-08-15,feature_use
28,2025-09-10,feature_use
28,2025-10-02,login
28,2025-04-01,login
28,2025-04-21,login
28,2025-03-23,login
28,2025-07-01,login
28,2025-08-16,login
28,2025-03-06,login
28,2025-03-08,login
28,2025-08-24,feature_use
28,2025-06-04,login
28,2025-03-26,login
28,2025-05-13,login
28,2025-06-27,login
28,2025-09-02,login
28,2025-08-28,feature_use
28,2025-08-21,feature_use
28,2025-10-16,login
28,2025-08-07,login
28,2025-10-26,login
28,2025-03-29,login
28,2025-06-01,support_ticket
28,2025-08-08,feature_use
28,2025-04-18,login
28,2025-04-06,login
28,2025-08-06,login
28,2025-06-02,feature_use
28,2025-04-16,login
28,2025-10-17,login
28,2025-10-03,login
28,2025-07-06,login
28,2025-10-15,feature_use
28,2025-03-21,login
28,2025-06-18,login
28,2025-02-21,login
28,2025-03-07,login
28,2025-07-24,feature_use
28,2025-10-05,login
28,2025-05-21,login
28,2025-09-27,login
28,2025-05-12,support_ticket
28,2025-07-20,login
28,2025-08-14,login
28,2025-03-15,login
28,2025-08-19,login
28,2025-09-09,login
28,2025-05-15,feature_use
28,2025-05-27,login
28,2025-04-27,login
28,2025-10-08,login
28,2025-10-13,login
28,2025-06-05,feature_use
29,2025-03-16,login
29,2025-04-11,login
29,2025-05-13,support_ticket
29,2025-04-14,feature_use
29,2025-03-25,login
29,2025-04-29,login
29,2025-04-04,login
29,2025-04-26,feature_use
29,2025-03-28,feature_use
29,2025-03-11,login
29,2025-04-20,login
29,2025-05-28,login
29,2025-04-06,login
29,2025-03-22,login
29,2025-03-07,login
29,2025-04-03,login
29,2025-05-16,feature_use
29,2025-03-23,login
29,2025-03-03,feature_use
29,2025-03-09,login
29,2025-05-10,login
30,2025-09-19,login
30,2025-09-18,feature_use
30,2025-10-04,login
30,2025-10-19,login
30,2025-10-03,feature_use
30,2025-10-18,login
30,2025-09-10,login
30,2025-10-29,login
30,2025-10-28,feature_use
30,2025-10-06,feature_use
30,2025-09-05,login
30,2025-10-27,login
30,2025-10-13,login
30,2025-10-26,login
30,2025-10-01,login
30,2025-10-25,login
30,2025-10-21,login
30,2025-10-16,login
31,2025-08-21,login
31,2025-07-13,login
31,2025-06-04,feature_use
31,2025-07-01,login
31,2025-08-12,login
31,2025-08-09,feature_use
31,2025-06-23,feature_use
31,2025-09-02,login
31,2025-07-07,feature_use
31,2025-08-23,login
31,2025-05-31,feature_use
31,2025-08-08,login
31,2025-07-09,login
31,2025-07-24,login
31,2025-06-26,login
31,2025-07-16,login
31,2025-05-22,login
31,2025-05-29,feature_use
31,2025-08-01,login
31,2025-08-19,login
31,2025-06-13,login
31,2025-07-03,login
31,2025-07-30,login
31,2025-05-30,login
32,2025-08-12,feature_use
32,2025-08-25,login
32,2025-08-06,login
32,2025-08-11,login
32,2025-07-11,login
32,2025-07-25,login
32,2025-10-20,login
32,2025-08-20,login
32,2025-06-26,feature_use
32,2025-08-26,feature_use
32,2025-06-06,feature_use
32,2025-10-19,login
32,2025-09-17,login
32,2025-07-07,feature_use
32,2025-05-22,login
32,2025-09-23,feature_use
32,2025-07-26,feature_use
32,2025-07-31,login
32,2025-10-03,login
32,2025-07-24,support_ticket
32,2025-08-01,login
32,2025-08-14,login
32,2025-06-29,login
32,2025-05-28,login
32,2025-05-25,login
32,2025-10-06,login
32,2025-08-05,login
32,2025-09-28,login
32,2025-08-08,login
32,2025-10-14,login
32,2025-05-29,login
32,2025-08-17,login
32,2025-08-29,login
32,2025-10-16,login
32,2025-10-02,login
32,2025-06-11,feature_use
32,2025-07-17,login
32,2025-07-23,login
32,2025-09-26,login
32,2025-06-08,feature_use
32,2025-07-15,login
32,2025-10-10,feature_use
32,2025-09-14,login
32,2025-09-13,login
32,2025-07-19,feature_use
32,2025-08-19,feature_use
32,2025-09-16,feature_use
32,2025-08-24,login
33,2025-06-10,login
33,2025-03-19,login
33,2025-06-18,login
33,2025-03-24,feature_use
33,2025-09-30,login
33,2025-03-17,login
33,2025-06-22,login
33,2025-03-26,login
33,2025-05-30,feature_use
33,2025-06-24,login
33,2025-03-06,login
33,2025-03-15,login
33,2025-03-30,feature_use
33,2025-04-27,login
33,2025-08-18,login
33,2025-10-04,login
33,2025-09-04,login
33,2025-05-15,login
33,2025-07-02,feature_use
33,2025-08-04,login
33,2025-08-01,feature_use
33,2025-04-14,login
33,2025-07-23,login
33,2025-02-21,feature_use
33,2025-09-18,login
33,2025-08-24,login
33,2025-06-23,login
33,2025-02-05,feature_use
33,2025-04-03,login
33,2025-06-01,login
33,2025-03-16,login
33,2025-01-24,login
33,2025-02-03,login
33,2025-05-10,login
33,2025-07-15,login
33,2025-06-11,feature_use
33,2025-05-21,login
33,2025-04-06,feature_use
33,2025-10-05,login
33,2025-06-19,login
33,2025-04-26,login
34,2025-09-20,feature_use
34,2025-07-10,login
34,2025-07-11,login
34,2025-09-21,login
34,2025-06-28,login
34,2025-06-20,login
34,2025-06-21,login
34,2025-06-26,login
34,2025-07-22,login
34,2025-10-09,login
34,2025-07-17,login
34,2025-09-13,login
34,2025-09-05,feature_use
34,2025-08-31,feature_use
34,2025-10-27,login
34,2025-07-23,login
34,2025-06-24,login
34,2025-07-24,login
34,2025-08-16,feature_use
34,2025-08-08,login
34,2025-08-04,login
34,2025-06-19,support_ticket
34,2025-08-26,login
34,2025-08-13,login
34,2025-10-29,login
34,2025-10-08,feature_use
34,2025-08-09,login
