user_id,plan,monthly_revenue,signup_date,churn_date,is_active,status
49,Premium,999,2025-09-17,2025-10-06,0,cancelled
50,Standard,499,2025-07-10,,1,active
51,Standard,499,2025-08-06,2025-09-28,0,cancelled
52,Basic,199,2025-02-13,,1,active
53,Basic,199,2025-06-11,2025-08-14,0,cancelled
54,Basic,199,2025-07-21,2025-09-08,0,cancelled
55,Premium,999,2025-09-27,,1,active
56,Premium,999,2025-09-28,2025-10-30,0,cancelled
57,Basic,199,2025-08-03,2025-09-04,0,cancelled
58,Standard,499,2025-09-09,,1,active
59,Standard,499,2025-07-09,,1,active
60,Standard,499,2025-08-01,2025-10-11,0,cancelled
61,Basic,199,2025-07-27,2025-09-07,0,cancelled
62,Basic,199,2025-08-25,,1,active
63,Basic,199,2025-02-22,,1,active
64,Standard,499,2025-08-05,,1,active
65,Basic,199,2025-09-09,,1,active
66,Basic,199,2025-07-07,2025-08-17,0,cancelled
67,Premium,999,2025-02-10,2025-02-25,0,cancelled
68,Standard,499,2025-06-06,2025-10-05,0,cancelled
69,Premium,999,2025-01-15,,1,active
70,Basic,199,2025-03-06,,1,active
71,Basic,199,2025-01-09,2025-02-21,0,cancelled
72,Premium,999,2025-05-09,2025-05-14,0,cancelled
73,Basic,199,2025-05-16,2025-06-18,0,cancelled
74,Basic,199,2025-03-04,2025-06-27,0,cancelled
75,Basic,199,2025-05-19,2025-08-13,0,cancelled
76,Basic,199,2025-03-22,2025-04-03,0,cancelled
77,Basic,199,2025-06-12,,1,active
78,Premium,999,2025-09-18,,1,active
79,Premium,999,2025-08-19,,1,active
80,Premium,999,2025-02-10,2025-07-04,0,cancelled
81,Basic,199,2025-01-28,2025-03-11,0,cancelled
82,Basic,199,2025-05-15,2025-09-24,0,cancelled
83,Basic,199,2025-07-20,2025-08-17,0,cancelled
84,Premium,999,2025-09-25,,1,active
85,Basic,199,2025-02-02,2025-05-04,0,cancelled
86,Standard,499,2025-02-17,2025-02-24,0,cancelled
87,Standard,499,2025-03-03,2025-06-01,0,cancelled
88,Basic,199,2025-08-04,2025-09-28,0,cancelled
89,Basic,199,2025-04-09,2025-06-03,0,cancelled
90,Premium,999,2025-06-21,2025-10-18,0,cancelled
91,Premium,999,2025-08-02,,1,active
92,Basic,199,2025-02-04,2025-06-21,0,cancelled
93,Basic,199,2025-08-15,2025-09-12,0,cancelled
94,Premium,999,2025-04-11,2025-07-06,0,cancelled
95,Basic,199,2025-05-11,2025-05-25,0,cancelled
96,Basic,199,2025-09-14,,1,active
97,Basic,199,2025-01-05,2025-06-03,0,cancelled
98,Standard,499,2025-08-06,2025-08-10,0,cancelled
99,Basic,199,2025-09-12,,1,active
100,Basic,199,2025-07-26,,1,active
101,Basic,199,2025-01-15,2025-02-11,0,cancelled
102,Standard,499,2025-02-11,2025-02-16,0,cancelled
103,Premium,999,2025-06-28,2025-08-20,0,cancelled
104,Standard,499,2025-03-04,2025-04-08,0,cancelled
105,Standard,499,2025-08-19,,1,active
106,Standard,499,2025-08-29,,1,active
107,Basic,199,2025-02-21,2025-03-31,0,cancelled
108,Basic,199,2025-04-06,2025-04-07,0,cancelled
109,Premium,999,2025-08-10,2025-10-06,0,cancelled
110,Basic,199,2025-08-19,,1,active
111,Basic,199,2025-08-25,,1,active
112,Standard,499,2025-05-23,2025-08-29,0,cancelled
113,Basic,199,2025-06-20,,1,active
114,Basic,199,2025-01-29,2025-08-19,0,cancelled
115,Premium,999,2025-02-05,2025-02-21,0,cancelled
116,Premium,999,2025-01-13,2025-10-11,0,cancelled
117,Basic,199,2025-06-09,,1,active
118,Premium,999,2025-07-06,,1,active
119,Standard,499,2025-08-31,2025-09-14,0,cancelled
120,Standard,499,2025-03-27,2025-08-17,0,cancelled
121,Basic,199,2025-03-07,,1,active
122,Basic,199,2025-06-19,2025-10-15,0,cancelled
123,Standard,499,2025-02-14,2025-09-29,0,cancelled
124,Premium,999,2025-03-03,2025-07-25,0,cancelled
125,Standard,499,2025-05-14,2025-07-01,0,cancelled
126,Basic,199,2025-01-28,2025-05-24,0,cancelled
127,Basic,199,2025-04-18,2025-04-25,0,cancelled
128,Standard,499,2025-02-13,2025-08-25,0,cancelled
129,Basic,199,2025-05-08,,1,active
130,Standard,499,2025-08-19,,1,active
131,Basic,199,2025-07-09,2025-09-19,0,cancelled
132,Basic,199,2025-08-13,,1,active
133,Standard,499,2025-05-01,2025-08-09,0,cancelled
134,Standard,499,2025-04-26,,1,active
135,Basic,199,2025-08-21,2025-08-22,0,cancelled
136,Basic,199,2025-09-16,,1,active
137,Standard,499,2025-07-17,,1,active
138,Basic,199,2025-05-17,2025-06-28,0,cancelled
139,Standard,499,2025-06-14,2025-07-28,0,cancelled
140,Premium,999,2025-08-13,,1,active
141,Basic,199,2025-08-22,,1,active
142,Premium,999,2025-06-21,2025-09-23,0,cancelled
143,Basic,199,2025-06-01,,1,active
144,Standard,499,2025-06-09,2025-10-26,0,cancelled
145,Basic,199,2025-04-06,2025-04-24,0,cancelled
146,Premium,999,2025-08-21,,1,active
147,Basic,199,2025-06-29,2025-07-10,0,cancelled
148,Basic,199,2025-04-23,2025-07-27,0,cancelled
149,Premium,999,2025-02-21,,1,active
150,Standard,499,2025-09-25,,1,active
151,Standard,499,2025-04-23,2025-08-05,0,cancelled
152,Basic,199,2025-04-11,2025-07-23,0,cancelled
153,Standard,499,2025-04-23,2025-09-11,0,cancelled
154,Basic,199,2025-03-22,2025-04-29,0,cancelled
155,Basic,199,2025-07-06,2025-07-21,0,cancelled
156,Standard,499,2025-04-23,2025-05-05,0,cancelled
157,Basic,199,2025-01-02,2025-03-11,0,cancelled
158,Premium,999,2025-05-10,2025-05-16,0,cancelled
159,Premium,999,2025-08-08,2025-08-19,0,cancelled
160,Standard,499,2025-02-23,,1,active
161,Standard,499,2025-08-12,,1,active
162,Standard,499,2025-08-13,,1,active
163,Basic,199,2025-05-06,2025-06-27,0,cancelled
164,Standard,499,2025-05-10,,1,active
165,Basic,199,2025-02-22,2025-10-17,0,cancelled
166,Basic,199,2025-06-21,2025-08-26,0,cancelled
167,Standard,499,2025-08-06,2025-09-11,0,cancelled
168,Standard,499,2025-06-09,,1,active
169,Premium,999,2025-07-17,,1,active
170,Basic,199,2025-09-04,,1,active
171,Standard,499,2025-07-22,2025-10-02,0,cancelled
172,Basic,199,2025-07-03,2025-10-16,0,cancelled
173,Standard,499,2025-05-03,,1,active
174,Standard,499,2025-09-12,,1,active
175,Standard,499,2025-04-08,2025-05-29,0,cancelled
176,Basic,199,2025-07-17,,1,active
177,Basic,199,2025-08-28,,1,active
178,Basic,199,2025-05-24,2025-06-15,0,cancelled
179,Standard,499,2025-04-07,2025-04-10,0,cancelled
180,Premium,999,2025-07-20,,1,active
181,Basic,199,2025-05-04,2025-06-20,0,cancelled
182,Standard,499,2025-07-06,,1,active
183,Premium,999,2025-09-16,2025-10-19,0,cancelled
184,Standard,499,2025-05-28,,1,active
185,Standard,499,2025-09-09,,1,active
186,Standard,499,2025-05-27,2025-07-20,0,cancelled
187,Basic,199,2025-05-28,2025-08-22,0,cancelled
188,Basic,199,2025-07-18,2025-07-19,0,cancelled
189,Basic,199,2025-05-08,,1,active
190,Premium,999,2025-02-08,2025-10-27,0,cancelled
191,Premium,999,2025-05-09,,1,active
192,Standard,499,2025-09-24,2025-10-27,0,cancelled
193,Basic,199,2025-05-31,,1,active
194,Basic,199,2025-04-09,2025-06-13,0,cancelled
195,Basic,199,2025-09-20,,1,active
196,Basic,199,2025-09-09,,1,active
197,Standard,499,2025-05-24,2025-09-29,0,cancelled
198,Premium,999,2025-04-22,,1,active
199,Premium,999,2025-03-01,2025-03-12,0,cancelled
200,Standard,499,2025-01-02,2025-03-13,0,cancelled
201,Basic,199,2025-09-11,,1,active
202,Basic,199,2025-05-20,,1,active
203,Basic,199,2025-02-06,,1,active
204,Standard,499,2025-06-09,,1,active
205,Standard,499,2025-01-09,2025-01-18,0,cancelled
206,Basic,199,2025-08-21,2025-09-04,0,cancelled
207,Basic,199,2025-04-09,,1,active
208,Basic,199,2025-05-27,,1,active
209,Basic,199,2025-07-27,2025-08-14,0,cancelled
210,Basic,199,2025-05-11,2025-08-20,0,cancelled
211,Basic,199,2025-06-01,,1,active
212,Basic,199,2025-02-23,,1,active
213,Premium,999,2025-04-30,,1,active
214,Standard,499,2025-06-10,,1,active
215,Basic,199,2025-04-26,2025-06-26,0,cancelled
216,Basic,199,2025-03-16,2025-07-15,0,cancelled
217,Basic,199,2025-04-23,2025-05-26,0,cancelled
218,Basic,199,2025-04-14,2025-05-09,0,cancelled
219,Basic,199,2025-09-11,2025-10-01,0,cancelled
220,Standard,499,2025-08-15,2025-09-13,0,cancelled
221,Standard,499,2025-04-22,2025-04-23,0,cancelled
222,Standard,499,2025-04-09,,1,active
223,Basic,199,2025-06-02,2025-08-27,0,cancelled
224,Standard,499,2025-07-13,2025-07-25,0,cancelled
225,Basic,199,2025-06-12,2025-08-01,0,cancelled
226,Basic,199,2025-07-27,,1,active
227,Standard,499,2025-06-18,,1,active
228,Standard,499,2025-06-10,2025-07-24,0,cancelled
229,Premium,999,2025-03-09,,1,active
230,Standard,499,2025-05-15,2025-07-20,0,cancelled
231,Premium,999,2025-07-14,2025-07-20,0,cancelled
232,Premium,999,2025-05-08,,1,active
233,Standard,499,2025-02-02,2025-05-09,0,cancelled
234,Standard,499,2025-06-25,,1,active
235,Standard,499,2025-01-22,2025-01-25,0,cancelled
236,Premium,999,2025-08-26,2025-10-22,0,cancelled
237,Standard,499,2025-06-07,,1,active
238,Basic,199,2025-02-07,2025-02-25,0,cancelled
239,Standard,499,2025-08-18,,1,active
240,Basic,199,2025-02-20,,1,active
241,Basic,199,2025-09-21,2025-09-24,0,cancelled
242,Basic,199,2025-01-27,2025-01-28,0,cancelled
243,Standard,499,2025-08-14,2025-09-02,0,cancelled
244,Premium,999,2025-04-07,2025-06-17,0,cancelled
245,Basic,199,2025-05-27,2025-09-04,0,cancelled
246,Basic,199,2025-01-04,2025-01-27,0,cancelled
247,Basic,199,2025-02-04,2025-02-18,0,cancelled
248,Standard,499,2025-07-11,2025-08-07,0,cancelled
249,Basic,199,2025-02-18,2025-05-02,0,cancelled
250,Basic,199,2025-01-17,2025-02-21,0,cancelled
251,Basic,199,2025-06-21,,1,active
252,Basic,199,2025-08-08,2025-09-14,0,cancelled
253,Basic,199,2025-06-07,,1,active
254,Standard,499,2025-02-15,2025-08-10,0,cancelled
255,Basic,199,2025-01-06,2025-01-22,0,cancelled
256,Standard,499,2025-04-09,2025-09-23,0,cancelled
257,Basic,199,2025-08-21,2025-09-10,0,cancelled
258,Basic,199,2025-02-06,2025-03-21,0,cancelled
259,Basic,199,2025-06-30,2025-07-31,0,cancelled
260,Standard,499,2025-04-05,,1,active
261,Premium,999,2025-04-09,2025-06-15,0,cancelled
262,Premium,999,2025-07-07,,1,active
263,Standard,499,2025-04-26,,1,active
264,Basic,199,2025-07-10,2025-07-14,0,cancelled
265,Standard,499,2025-09-10,2025-09-27,0,cancelled
266,Standard,499,2025-06-10,2025-06-22,0,cancelled
267,Basic,199,2025-09-13,,1,active
268,Standard,499,2025-05-08,2025-06-05,0,cancelled
269,Basic,199,2025-01-18,2025-03-16,0,cancelled
270,Basic,199,2025-08-11,,1,active
271,Basic,199,2025-02-23,2025-04-24,0,cancelled
272,Basic,199,2025-02-27,2025-05-09,0,cancelled
273,Standard,499,2025-06-23,2025-09-20,0,cancelled
274,Basic,199,2025-04-24,2025-09-01,0,cancelled
275,Basic,199,2025-05-31,2025-08-04,0,cancelled
276,Basic,199,2025-05-07,,1,active
277,Standard,499,2025-06-04,2025-08-16,0,cancelled
278,Standard,499,2025-04-14,2025-05-15,0,cancelled
279,Basic,199,2025-09-03,,1,active
280,Basic,199,2025-06-25,,1,active
281,Basic,199,2025-02-08,2025-04-27,0,cancelled
282,Premium,999,2025-06-19,2025-09-09,0,cancelled
283,Basic,199,2025-09-04,,1,active
284,Basic,199,2025-01-26,,1,active
285,Basic,199,2025-01-13,2025-08-16,0,cancelled
286,Standard,499,2025-02-05,2025-10-22,0,cancelled
287,Standard,499,2025-06-22,,1,active
288,Basic,199,2025-01-20,,1,active
289,Basic,199,2025-09-21,,1,active
290,Basic,199,2025-05-22,2025-07-20,0,cancelled
291,Standard,499,2025-05-23,2025-09-18,0,cancelled
292,Premium,999,2025-04-02,2025-04-14,0,cancelled
293,Standard,499,2025-08-03,2025-09-29,0,cancelled
294,Standard,499,2025-02-20,,1,active
295,Basic,199,2025-06-02,,1,active
296,Standard,499,2025-07-05,2025-10-23,0,cancelled
297,Standard,499,2025-03-04,,1,active
298,Basic,199,2025-07-09,,1,active
299,Premium,999,2025-05-05,,1,active
300,Basic,199,2025-05-30,2025-06-15,0,cancelled
301,Basic,199,2025-02-27,2025-03-20,0,cancelled
302,Standard,499,2025-06-29,2025-10-03,0,cancelled
303,Standard,499,2025-06-19,2025-06-29,0,cancelled
304,Standard,499,2025-09-28,2025-10-13,0,cancelled
305,Basic,199,2025-02-23,,1,active
306,Standard,499,2025-04-11,,1,active
307,Standard,499,2025-09-21,2025-10-16,0,cancelled
308,Basic,199,2025-02-22,2025-06-05,0,cancelled
309,Premium,999,2025-03-01,,1,active
310,Standard,499,2025-04-18,2025-04-19,0,cancelled
311,Basic,199,2025-01-05,,1,active
312,Standard,499,2025-04-13,2025-08-23,0,cancelled
313,Basic,199,2025-07-15,,1,active
314,Basic,199,2025-09-19,,1,active
315,Basic,199,2025-02-16,2025-05-10,0,cancelled
316,Premium,999,2025-05-24,2025-08-17,0,cancelled
317,Basic,199,2025-09-26,,1,active
318,Standard,499,2025-05-04,2025-09-01,0,cancelled
319,Basic,199,2025-04-16,,1,active
320,Standard,499,2025-06-07,,1,active
321,Standard,499,2025-05-27,2025-06-17,0,cancelled
322,Standard,499,2025-05-25,2025-10-29,0,cancelled
323,Basic,199,2025-04-30,2025-05-12,0,cancelled
324,Standard,499,2025-04-02,2025-06-02,0,cancelled
325,Premium,999,2025-02-27,,1,active
326,Standard,499,2025-08-17,,1,active
327,Basic,199,2025-04-27,2025-05-17,0,cancelled
328,Premium,999,2025-05-07,,1,active
329,Basic,199,2025-05-09,,1,active
330,Standard,499,2025-02-27,,1,active
331,Premium,999,2025-05-02,,1,active
332,Basic,199,2025-01-01,,1,active
333,Basic,199,2025-08-27,,1,active
334,Basic,199,2025-04-06,2025-05-29,0,cancelled
335,Standard,499,2025-05-06,,1,active
336,Standard,499,2025-04-28,2025-08-18,0,cancelled
337,Basic,199,2025-02-17,2025-04-09,0,cancelled
338,Basic,199,2025-03-30,2025-05-13,0,cancelled
339,Basic,199,2025-08-25,2025-10-04,0,cancelled
340,Basic,199,2025-09-29,2025-10-17,0,cancelled
341,Basic,199,2025-07-08,,1,active
342,Premium,999,2025-07-11,,1,active
343,Basic,199,2025-03-10,2025-03-20,0,cancelled
344,Premium,999,2025-09-04,,1,active
345,Standard,499,2025-03-17,2025-04-12,0,cancelled
346,Basic,199,2025-06-03,,1,active
347,Standard,499,2025-05-24,2025-08-07,0,cancelled
348,Standard,499,2025-03-27,2025-05-31,0,cancelled
349,Basic,199,2025-07-04,,1,active
350,Basic,199,2025-08-08,,1,active
351,Basic,199,2025-03-10,2025-07-06,0,cancelled
352,Basic,199,2025-02-16,2025-10-16,0,cancelled
353,Basic,199,2025-04-04,2025-04-30,0,cancelled
354,Basic,199,2025-08-26,,1,active
355,Basic,199,2025-07-23,2025-07-26,0,cancelled
356,Basic,199,2025-08-06,2025-08-08,0,cancelled
357,Basic,199,2025-02-08,2025-08-26,0,cancelled
358,Basic,199,2025-04-10,2025-09-03,0,cancelled
359,Basic,199,2025-09-11,,1,active
360,Premium,999,2025-08-10,,1,active
361,Basic,199,2025-01-23,,1,active
362,Standard,499,2025-09-07,2025-10-21,0,cancelled
363,Basic,199,2025-01-10,2025-04-30,0,cancelled
364,Premium,999,2025-09-03,,1,active
365,Basic,199,2025-04-10,2025-04-22,0,cancelled
366,Premium,999,2025-06-29,,1,active
367,Standard,499,2025-08-11,,1,active
368,Basic,199,2025-09-07,,1,active
369,Premium,999,2025-05-27,,1,active
370,Standard,499,2025-04-06,2025-04-07,0,cancelled
371,Basic,199,2025-09-14,,1,active
372,Standard,499,2025-01-04,2025-06-20,0,cancelled
373,Premium,999,2025-01-16,2025-07-31,0,cancelled
374,Basic,199,2025-09-04,2025-10-07,0,cancelled
375,Basic,199,2025-09-15,,1,active
376,Standard,499,2025-06-09,2025-10-04,0,cancelled
377,Standard,499,2025-06-01,,1,active
378,Premium,999,2025-06-27,2025-08-06,0,cancelled
379,Standard,499,2025-06-12,2025-06-20,0,cancelled
380,Basic,199,2025-02-02,2025-06-30,0,cancelled
381,Premium,999,2025-06-28,2025-10-04,0,cancelled
382,Basic,199,2025-04-11,,1,active
383,Basic,199,2025-09-25,,1,active
384,Standard,499,2025-03-06,,1,active
385,Standard,499,2025-06-17,,1,active
386,Basic,199,2025-02-12,2025-03-15,0,cancelled
387,Standard,499,2025-02-13,2025-02-20,0,cancelled
388,Basic,199,2025-01-12,,1,active
389,Basic,199,2025-04-05,2025-05-16,0,cancelled
390,Standard,499,2025-09-10,,1,active
391,Basic,199,2025-08-30,2025-10-01,0,cancelled
392,Basic,199,2025-02-04,2025-02-08,0,cancelled
393,Basic,199,2025-08-03,,1,active
394,Premium,999,2025-03-31,2025-10-26,0,cancelled
395,Basic,199,2025-09-21,,1,active
396,Basic,199,2025-04-03,2025-05-28,0,cancelled
397,Standard,499,2025-03-31,,1,active
398,Basic,199,2025-04-25,2025-05-14,0,cancelled
399,Basic,199,2025-04-15,2025-04-26,0,cancelled
400,Standard,499,2025-07-15,2025-08-31,0,cancelled
401,Basic,199,2025-04-24,2025-08-26,0,cancelled
402,Premium,999,2025-03-16,2025-08-06,0,cancelled
403,Basic,199,2025-08-05,,1,active
404,Basic,199,2025-09-06,2025-09-14,0,cancelled
405,Basic,199,2025-06-13,,1,active
406,Basic,199,2025-07-11,2025-07-15,0,cancelled
407,Standard,499,2025-08-15,,1,active
408,Basic,199,2025-06-26,2025-10-09,0,cancelled
409,Basic,199,2025-04-09,2025-10-19,0,cancelled
410,Standard,499,2025-02-05,2025-06-15,0,cancelled
411,Standard,499,2025-04-06,,1,active
412,Basic,199,2025-06-01,2025-06-03,0,cancelled
413,Basic,199,2025-05-31,,1,active
414,Basic,199,2025-07-09,,1,active
415,Basic,199,2025-08-12,,1,active
416,Basic,199,2025-02-06,,1,active
417,Standard,499,2025-09-25,,1,active
418,Premium,999,2025-07-02,2025-10-27,0,cancelled
419,Basic,199,2025-01-13,2025-03-26,0,cancelled
420,Basic,199,2025-08-05,2025-08-13,0,cancelled
421,Basic,199,2025-03-03,2025-04-25,0,cancelled
422,Basic,199,2025-03-25,2025-04-08,0,cancelled
423,Basic,199,2025-08-05,2025-10-22,0,cancelled
424,Premium,999,2025-07-06,,1,active
425,Standard,499,2025-01-19,2025-02-28,0,cancelled
426,Premium,999,2025-06-26,2025-09-13,0,cancelled
427,Premium,999,2025-04-10,2025-07-21,0,cancelled
428,Basic,199,2025-08-21,2025-10-04,0,cancelled
429,Standard,499,2025-03-17,,1,active
430,Basic,199,2025-09-22,2025-10-04,0,cancelled
431,Basic,199,2025-07-25,,1,active
432,Premium,999,2025-08-11,,1,active
433,Basic,199,2025-02-21,2025-03-10,0,cancelled
434,Premium,999,2025-05-24,2025-08-18,0,cancelled
435,Basic,199,2025-03-10,2025-04-09,0,cancelled
436,Premium,999,2025-04-09,,1,active
437,Premium,999,2025-01-25,,1,active
438,Standard,499,2025-02-22,2025-03-18,0,cancelled
439,Standard,499,2025-05-31,2025-06-22,0,cancelled
440,Basic,199,2025-05-24,,1,active
441,Standard,499,2025-02-26,2025-05-17,0,cancelled
442,Premium,999,2025-02-08,2025-04-20,0,cancelled
443,Standard,499,2025-04-19,2025-07-11,0,cancelled
444,Standard,499,2025-06-30,2025-07-04,0,cancelled
445,Standard,499,2025-02-11,2025-02-16,0,cancelled
446,Standard,499,2025-07-05,2025-09-11,0,cancelled
447,Standard,499,2025-08-11,,1,active
448,Standard,499,2025-05-02,2025-06-12,0,cancelled
449,Standard,499,2025-05-13,2025-08-19,0,cancelled
450,Basic,199,2025-06-12,2025-07-13,0,cancelled
451,Basic,199,2025-08-03,,1,active
452,Basic,199,2025-08-09,,1,active
453,Basic,199,2025-08-23,2025-10-29,0,cancelled
454,Basic,199,2025-05-26,2025-10-04,0,cancelled
455,Standard,499,2025-08-27,,1,active
456,Basic,199,2025-03-17,2025-05-24,0,cancelled
457,Basic,199,2025-01-09,2025-08-10,0,cancelled
458,Standard,499,2025-03-15,2025-03-19,0,cancelled
459,Premium,999,2025-09-10,2025-10-17,0,cancelled
460,Standard,499,2025-08-18,,1,active
461,Premium,999,2025-01-07,,1,active
462,Standard,499,2025-06-23,2025-07-09,0,cancelled
463,Basic,199,2025-05-21,2025-06-24,0,cancelled
464,Standard,499,2025-06-17,2025-06-19,0,cancelled
465,Standard,499,2025-06-19,2025-09-11,0,cancelled
466,Basic,199,2025-05-02,2025-09-22,0,cancelled
467,Basic,199,2025-07-13,,1,active
468,Standard,499,2025-01-05,2025-01-30,0,cancelled
469,Basic,199,2025-01-29,2025-02-15,0,cancelled
470,Standard,499,2025-06-14,2025-08-21,0,cancelled
471,Basic,199,2025-05-16,,1,active
472,Standard,499,2025-05-25,2025-06-25,0,cancelled
473,Standard,499,2025-08-05,2025-09-12,0,cancelled
474,Basic,199,2025-05-12,,1,active
475,Basic,199,2025-03-11,2025-03-26,0,cancelled
476,Standard,499,2025-09-09,,1,active
477,Standard,499,2025-07-01,,1,active
478,Premium,999,2025-06-16,2025-07-25,0,cancelled
479,Basic,199,2025-04-01,2025-09-06,0,cancelled
480,Standard,499,2025-07-21,2025-09-25,0,cancelled
481,Basic,199,2025-01-19,2025-01-24,0,cancelled
482,Basic,199,2025-02-08,2025-02-27,0,cancelled
483,Basic,199,2025-05-06,2025-08-25,0,cancelled
484,Standard,499,2025-06-22,2025-08-16,0,cancelled
485,Basic,199,2025-05-21,2025-07-14,0,cancelled
486,Basic,199,2025-08-30,,1,active
487,Standard,499,2025-08-08,2025-08-26,0,cancelled
488,Standard,499,2025-05-06,,1,active
489,Basic,199,2025-02-27,2025-06-29,0,cancelled
490,Basic,199,2025-05-28,2025-07-21,0,cancelled
491,Basic,199,2025-01-01,,1,active
492,Basic,199,2025-07-09,,1,active
493,Standard,499,2025-07-10,2025-09-28,0,cancelled
494,Basic,199,2025-04-27,,1,active
495,Standard,499,2025-05-14,,1,active
496,Premium,999,2025-02-27,2025-03-12,0,cancelled
497,Basic,199,2025-02-13,2025-02-25,0,cancelled
498,Premium,999,2025-06-22,2025-09-05,0,cancelled
499,Basic,199,2025-06-09,2025-10-07,0,cancelled
500,Basic,199,2025-06-22,2025-10-07,0,cancelled
501,Basic,199,2025-05-29,2025-07-20,0,cancelled
502,Basic,199,2025-03-21,,1,active
503,Basic,199,2025-08-01,,1,active
504,Basic,199,2025-07-22,2025-08-19,0,cancelled
505,Standard,499,2025-09-09,,1,active
506,Premium,999,2025-08-17,2025-10-27,0,cancelled
507,Standard,499,2025-06-13,,1,active
508,Basic,199,2025-08-15,2025-09-26,0,cancelled
509,Standard,499,2025-05-27,,1,active
510,Standard,499,2025-01-20,,1,active
511,Standard,499,2025-02-16,2025-08-06,0,cancelled
512,Standard,499,2025-08-21,2025-09-26,0,cancelled
513,Premium,999,2025-01-14,2025-06-05,0,cancelled
514,Basic,199,2025-05-23,2025-07-18,0,cancelled
515,Standard,499,2025-01-01,2025-06-02,0,cancelled
516,Basic,199,2025-02-23,,1,active
517,Premium,999,2025-09-16,,1,active
518,Basic,199,2025-05-24,,1,active
519,Basic,199,2025-01-12,2025-09-12,0,cancelled
520,Basic,199,2025-08-12,2025-10-15,0,cancelled
521,Standard,499,2025-09-29,,1,active
522,Basic,199,2025-06-05,,1,active
523,Basic,199,2025-01-08,2025-03-03,0,cancelled
524,Premium,999,2025-05-02,,1,active
525,Premium,999,2025-06-13,,1,active
526,Basic,199,2025-03-31,2025-04-27,0,cancelled
527,Basic,199,2025-05-16,2025-09-11,0,cancelled
528,Standard,499,2025-07-05,,1,active
529,Premium,999,2025-06-27,,1,active
530,Standard,499,2025-01-28,2025-02-19,0,cancelled
531,Standard,499,2025-08-08,,1,active
532,Basic,199,2025-02-10,2025-07-24,0,cancelled
533,Standard,499,2025-08-16,2025-08-28,0,cancelled
534,Standard,499,2025-07-11,2025-07-20,0,cancelled
535,Standard,499,2025-05-25,,1,active
536,Basic,199,2025-07-20,,1,active
537,Premium,999,2025-07-31,,1,active
538,Standard,499,2025-08-08,2025-08-24,0,cancelled
539,Basic,199,2025-08-28,,1,active
540,Standard,499,2025-02-15,2025-02-25,0,cancelled
541,Standard,499,2025-02-04,,1,active
542,Standard,499,2025-09-10,,1,active
543,Standard,499,2025-03-23,2025-05-03,0,cancelled
544,Standard,499,2025-09-13,,1,active
545,Premium,999,2025-07-16,,1,active
546,Basic,199,2025-01-10,2025-08-09,0,cancelled
547,Basic,199,2025-08-30,,1,active
548,Basic,199,2025-09-08,,1,active
549,Standard,499,2025-01-05,2025-03-02,0,cancelled
550,Standard,499,2025-04-29,2025-06-22,0,cancelled
